stationName,Lat,Long,tripRatio1,tripRatio2,tripRatio3,tripRatio4,tripRatio5,tripRatio6,tripRatio7,tripRatio8,tripRatio9,tripRatio10,tripRatio11,tripRatio12,tripRatio13,tripRatio14,tripRatio15,tripRatio16,tripRatio17,tripRatio18,tripRatio19,tripRatio20,tripRatio21,tripRatio22,tripRatio23,tripRatio24,tripRatio25,tripRatio26,tripRatio27,tripRatio28,tripRatio29,tripRatio30,tripRatio31,tripRatio32,tripRatio33,tripRatio34,tripRatio35,tripRatio36,tripRatio37,tripRatio38,tripRatio39,tripRatio40,tripRatio41,tripRatio42,tripRatio43,tripRatio44,tripRatio45,tripRatio46,tripRatio47,tripRatio48,totalTrips1,totalTrips2,totalTrips3,totalTrips4,totalTrips5,totalTrips6,totalTrips7,totalTrips8,totalTrips9,totalTrips10,totalTrips11,totalTrips12,totalTrips13,totalTrips14,totalTrips15,totalTrips16,totalTrips17,totalTrips18,totalTrips19,totalTrips20,totalTrips21,totalTrips22,totalTrips23,totalTrips24,totalTrips25,totalTrips26,totalTrips27,totalTrips28,totalTrips29,totalTrips30,totalTrips31,totalTrips32,totalTrips33,totalTrips34,totalTrips35,totalTrips36,totalTrips37,totalTrips38,totalTrips39,totalTrips40,totalTrips41,totalTrips42,totalTrips43,totalTrips44,totalTrips45,totalTrips46,totalTrips47,totalTrips48
MIT Vassar St,42.3556012132793,-71.1039447784424,-0.545454545454545,-0.818181818181818,-0.2,-0.666666666666667,0,-1,0,-1,-1,-1,1,1,0.6,0.333333333333333,-0.189189189189189,0.396825396825397,0.405405405405405,0.285067873303167,0.232758620689655,0.285714285714286,0.288461538461538,0.470588235294118,-0.168831168831169,0.0505050505050505,0.100917431192661,0.255172413793103,-0.238938053097345,-0.162790697674419,0,-0.301204819277108,0.0684931506849315,0.0263157894736842,0.0551181102362205,0.125925925925926,0.209876543209877,-0.158878504672897,-0.142857142857143,-0.203883495145631,0.0476190476190476,-0.36,-0.258064516129032,-0.333333333333333,-0.365079365079365,-0.714285714285714,-0.488372093023256,-0.6,-0.64,-0.641025641025641,22,11,5,6,6,1,0,1,1,1,1,5,5,6,37,63,148,221,232,168,104,68,77,99,109,145,113,86,80,83,73,76,127,135,162,107,112,103,84,75,62,51,63,42,43,35,50,39
Mt Auburn,42.3747862870638,-71.1332023143768,0,0,0,-1,0,0,0,0,0,0,0,-0.833333333333333,1,-0.75,1,-0.6,0.111111111111111,-0.0909090909090909,0.2,-0.666666666666667,0.285714285714286,0.384615384615385,0.4,0.142857142857143,0.5,0.111111111111111,0.25,0.5,-0.5,-0.0588235294117647,-0.2,0.333333333333333,0.365853658536585,-0.4,0.0833333333333333,0,-0.166666666666667,-0.272727272727273,-0.333333333333333,0,-0.333333333333333,-1,-1,0,0,-1,0,-1,0,0,0,2,0,0,0,0,0,0,0,12,1,8,2,15,9,11,15,18,14,13,20,14,4,9,16,12,8,17,10,6,41,10,24,20,12,11,9,8,3,1,4,0,0,3,0,1
Congress St and Northern Ave,42.3482032222746,-71.0376513004303,1,0,0,0,0,0,0,0,0,0,1,-0.333333333333333,-0.428571428571429,-0.454545454545455,-0.157894736842105,-0.266666666666667,0.241379310344828,0.032258064516129,0.225806451612903,0,-0.25,-0.25,0.5,-0.583333333333333,-0.0526315789473684,-0.0625,-0.166666666666667,-0.363636363636364,-0.222222222222222,-0.130434782608696,0,0,0.4375,0.321428571428571,0.0666666666666667,0,0.16,0.0303030303030303,-0.1,0.125,0.2,0.25,0.666666666666667,0,-0.333333333333333,0,0.5,0,1,0,0,0,0,0,0,0,0,0,2,6,21,11,19,30,29,31,31,16,8,8,4,24,38,32,24,22,18,23,16,32,32,56,60,58,50,33,20,16,15,8,6,4,3,6,4,2
Kendall T,42.3624278429124,-71.0849547386169,-0.333333333333333,0.6,0.666666666666667,0,0,0,1,1,-1,0,1,-1,0,-0.307692307692308,-0.433962264150943,-0.584158415841584,-0.542857142857143,-0.366412213740458,-0.160377358490566,-0.3125,-0.271428571428571,-0.0736842105263158,-0.24390243902439,0.0327868852459016,-0.0175438596491228,-0.1625,0.136,0.0857142857142857,-0.0608695652173913,0.328671328671329,0.221238938053097,0.0506329113924051,0.58,0.253731343283582,0.223140495867769,0.411111111111111,0.315789473684211,0.221052631578947,0.324324324324324,0.166666666666667,-0.0333333333333333,0.371428571428571,0.166666666666667,0.333333333333333,0.238095238095238,-0.391304347826087,0.217391304347826,0.0666666666666667,12,5,6,0,0,2,1,1,1,0,1,3,4,26,53,101,280,262,212,160,140,95,82,122,114,160,125,105,115,143,113,158,200,201,242,180,114,95,74,60,60,35,36,21,21,23,23,15
Buswell St. at Park Dr.,42.347241,-71.105301,0.166666666666667,0.333333333333333,0.333333333333333,-1,-1,-1,-1,1,0,0,1,1,-0.5,0.111111111111111,-0.2,0.307692307692308,0.802197802197802,0.511450381679389,0.225806451612903,0,-0.478260869565217,0.2,0.142857142857143,-0.166666666666667,0.103448275862069,-0.125,-0.0666666666666667,-0.363636363636364,-0.259259259259259,-0.166666666666667,0.230769230769231,0.04,-0.0638297872340425,-0.25,0,-0.257731958762887,-0.247524752475248,-0.072463768115942,-0.457627118644068,-0.0625,-0.3,-0.62962962962963,-0.481481481481481,-0.391304347826087,-0.636363636363636,0.142857142857143,-0.5,-0.111111111111111,12,3,3,1,3,1,2,1,0,0,5,7,4,9,5,26,91,131,62,44,23,20,21,24,29,32,15,22,27,36,26,25,47,56,78,97,101,69,59,32,40,27,27,23,11,14,12,9
Nashua Street at Red Auerbach Way,42.3655977061242,-71.064248085022,-1,1,0,0,0,0,0,0,-1,1,-0.714285714285714,0,0.98,0.787234042553192,0.867924528301887,0.637096774193548,0.520408163265306,0.729411764705882,0.714285714285714,0.333333333333333,0.56,-0.214285714285714,0.161290322580645,-0.684210526315789,-0.105263157894737,0,-0.694915254237288,-0.161290322580645,-0.290322580645161,-0.702127659574468,-0.727272727272727,-0.709677419354839,-0.828571428571429,-0.778975741239892,-0.836298932384342,-0.687687687687688,-0.594059405940594,-0.657894736842105,-0.62962962962963,0.0714285714285714,-0.28,-0.652173913043478,-0.2,0,0.565217391304348,-0.142857142857143,0.2,-1,1,2,0,0,0,0,0,0,1,2,7,0,100,188,212,248,196,170,77,36,50,28,31,19,38,36,59,31,31,47,110,124,350,371,562,333,202,76,54,28,25,23,10,8,23,14,5,2
Purchase St at Pearl St,42.354686,-71.053292,1,1,-1,0,0,0,0,0,1,0,0,-1,-1,-0.435897435897436,-0.928571428571429,-0.721518987341772,-0.813333333333333,-0.727272727272727,-0.457142857142857,-0.473684210526316,-0.647058823529412,-0.875,-0.0909090909090909,0.411764705882353,0.037037037037037,-0.04,0.037037037037037,0.2,0.0714285714285714,0.555555555555556,0.25,0.0434782608695652,0.741935483870968,0.452380952380952,0.701492537313433,0.486486486486487,0.588235294117647,0.666666666666667,0.857142857142857,0.818181818181818,0.5,0.6,0,0,1,0,1,1,2,2,1,0,0,0,0,0,1,0,0,7,8,39,84,79,75,88,70,38,17,16,11,17,27,25,27,25,28,18,24,23,62,84,134,74,34,30,14,11,8,5,0,0,1,0,1,1
Brookline Village - Station Street @ MBTA,42.3328907405523,-71.1165833473206,1,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1,1,1,0.5,0.8,0.581395348837209,-0.25,0,0.4,0.846153846153846,0.5,0.272727272727273,0.333333333333333,-0.333333333333333,-0.0526315789473684,-0.692307692307692,0.142857142857143,-0.333333333333333,-0.111111111111111,0,-0.545454545454545,-0.032258064516129,-0.508196721311475,-0.529411764705882,-0.481481481481481,0,0.0588235294117647,0.384615384615385,-0.777777777777778,-0.111111111111111,0.111111111111111,-0.428571428571429,-0.25,0,-1,0,1,3,0,0,0,0,0,0,0,0,0,0,4,9,9,16,40,43,32,20,10,13,8,11,24,6,19,13,7,9,9,24,22,31,61,34,27,18,17,13,9,9,9,7,8,2,8,4
Broadway St at Mt Pleasant St,42.3861414116396,-71.0782814025879,-1,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,1,0.5,0.8,0.333333333333333,0.466666666666667,0.142857142857143,0,0.333333333333333,0,0.333333333333333,1,0.75,-0.333333333333333,0,0.333333333333333,-0.25,-0.2,0.5,-0.714285714285714,-0.25,-0.0769230769230769,-0.466666666666667,-0.222222222222222,-0.5,-0.714285714285714,-0.5,-1,-0.333333333333333,-1,-0.333333333333333,-0.2,0.333333333333333,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,4,4,20,9,15,7,12,6,6,6,1,8,6,8,6,8,5,12,7,8,13,15,18,4,7,4,1,6,3,3,5,3,2
Brian P. Murphy Staircase at Child Street,42.3720597013741,-71.0720264911652,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,0.8,0.333333333333333,-0.0769230769230769,0.818181818181818,0.6,0.666666666666667,0.4,0.0909090909090909,0.6,0.428571428571429,0.333333333333333,1,0,0,0,0,-1,0,0,-1,0.5,-0.2,-0.428571428571429,-0.0909090909090909,0,-0.333333333333333,-0.428571428571429,-0.25,0.333333333333333,-1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,1,2,6,10,21,13,11,10,18,10,11,5,7,6,3,0,2,4,0,1,4,4,7,12,25,28,22,14,9,7,8,3,4,0,0,2,1
Roxbury YMCA,42.317963,-71.082254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.333333333333333,1,0,-1,1,1,-0.2,1,-0.333333333333333,0.5,0,-0.2,0.333333333333333,0.333333333333333,0.333333333333333,0.2,0,0.333333333333333,-1,0,0,-0.333333333333333,-0.6,0,-1,-1,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,6,0,1,2,4,5,5,9,4,0,5,3,3,3,5,2,3,2,6,4,3,10,8,2,3,2,0,2,0,2,2,0
MLK Blvd at Washington St,42.321678,-71.091822,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,-1,1,0,0,-1,-1,-0.714285714285714,0,-1,-0.5,-1,-1,-1,-1,-0.333333333333333,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,4,8,3,3,1,0,1,0,1,1,2,0,1,1,7,4,6,4,4,4,4,1,3,0,0,1,0,0,2,0
Upham's Corner T Stop,42.3188438236011,-71.0697573423386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,-1,1,0,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,2,0,0,1,1,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0
Aquarium Station - 200 Atlantic Ave.,42.35977,-71.051601,0,0,0,0,0,0,0,0,0,-1,1,1,0.857142857142857,0.692307692307692,0.672727272727273,0.7,0.503759398496241,0.324675324675325,-0.142857142857143,0.655172413793103,0.222222222222222,-0.3,-0.1,0,-0.282051282051282,0.191489361702128,0.222222222222222,0.170731707317073,0,-0.245283018867925,-0.569230769230769,-0.0344827586206897,-0.354838709677419,-0.203883495145631,-0.447852760736196,-0.223880597014925,-0.0909090909090909,-0.243243243243243,0.377777777777778,-0.357142857142857,-0.0769230769230769,-0.272727272727273,-0.375,0.555555555555556,0,-0.222222222222222,0.333333333333333,0.6,2,0,4,0,0,0,0,0,0,1,1,7,28,39,55,100,133,77,42,29,18,40,20,24,39,47,36,41,38,53,65,58,62,103,163,134,77,37,45,28,26,11,16,9,10,18,3,5
Washington St at Melnea Cass Blvd,42.3328281581245,-71.0812693834305,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0.6,1,0.666666666666667,0,0.272727272727273,-0.2,-0.714285714285714,-0.5,-0.5,-0.142857142857143,0.333333333333333,0.238095238095238,0,1,-0.6,-0.714285714285714,-0.285714285714286,0.125,-0.333333333333333,0.75,-0.466666666666667,-0.2,0.2,-0.2,0,0.333333333333333,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,14,1,5,8,6,6,11,5,7,4,4,7,9,21,10,4,10,14,28,16,15,8,15,5,5,5,4,3,1,3,10,1,1
Walnut Ave at Crawford St,42.316873,-71.091955,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.333333333333333,1,0,1,0,0,0,0,-1,-1,-1,0,-0.6,-0.5,-1,-1,0,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,10,9,11,9,4,0,0,0,0,0,0,3,2,0,1,0,0,0,0,2,3,1,0,5,4,3,1,0,1,0
Grove Hall Library,42.308035,-71.081159,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,1,0,0,0,1,0,0,-1,1,-1,0,1,0,1,1,1,0.5,1,1,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,1,0,0,0,2,0,0,0,1,0,0,1,1,2,0,1,0,2,3,7,4,2,1,0,2,3,0,0,1,0,0,0,0
Columbia Rd at Ceylon St,42.309566,-71.072863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-0.333333333333333,-1,0,0,1,1,-1,-0.5,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,1,1,4,8,0,0,3,0,0,0,0,0,0,0,0,0,0
Walnut Ave at Warren St,42.324069,-71.083162,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.333333333333333,0.5,0,0.5,1,1,1,0,1,1,0,0,-1,0,-1,-1,-1,-0.714285714285714,0,0,-1,-1,0,0,0,0,1,0,-1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,3,4,0,8,1,3,1,0,4,2,0,0,11,0,4,4,2,7,0,2,1,1,0,0,0,0,1,0,1
Bowdoin St at Quincy St,42.3079191267871,-71.0650205612183,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,1,0,0,-1,0,0,0,0,1,1,-0.5,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,1,0,4,1,2,0,0,0,1,2,4,6,0,0,0,1,0,0,0,0,2,0,0,0
Market St at Faneuil St,42.3548017906994,-71.1502504348755,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0.5,1,1,0,0,0,1,0,0,0.333333333333333,-1,-1,-1,-0.333333333333333,-1,-1,-1,-1,-1,-1,0,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,2,0,1,0,2,1,2,4,2,2,2,0,2,1,0,0,3,5,4,4,3,2,2,1,1,1,1,2,1
Oak Square YMCA,42.3504816166975,-71.1663669349946,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0.666666666666667,0.888888888888889,1,0,0,-1,1,0,-0.333333333333333,0,-1,0,-1,1,-1,-1,-1,-0.5,-0.4,-0.833333333333333,-1,-0.142857142857143,-1,-1,0,0.666666666666667,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,12,18,3,0,0,1,1,0,3,2,2,2,2,2,1,2,1,4,10,12,13,7,1,1,2,6,1,0,1,0,0,0
Prudential Center / Belvidere,42.345959,-71.082578,0.428571428571429,-0.5,-1,-1,0.333333333333333,-0.333333333333333,1,0,0,0,0,-1,0,0,0.0588235294117647,0.0727272727272727,-0.224137931034483,-0.234567901234568,-0.2,0.032258064516129,-0.0454545454545455,0.3,0.444444444444444,0.0434782608695652,0.446808510638298,-0.210526315789474,-0.333333333333333,-0.0303030303030303,-0.272727272727273,-0.244444444444444,0.155555555555556,0.0416666666666667,0.25531914893617,0,0.278688524590164,-0.00970873786407767,0.156862745098039,-0.285714285714286,0.206349206349206,-0.153846153846154,0.0303030303030303,0,-0.0285714285714286,-0.25,-0.2,0.818181818181818,0,0.428571428571429,7,8,1,1,3,3,1,0,0,0,0,1,16,48,34,110,116,162,110,62,44,60,36,46,47,38,36,33,44,45,45,48,94,76,122,103,102,70,63,52,33,40,35,16,15,11,10,7
South Station - 700 Atlantic Ave.,42.352175,-71.055547,0.2,1,0,0,0,0,0,0,1,1,-0.2,0.523809523809524,-0.233333333333333,0.172932330827068,0.280788177339901,-0.171428571428571,0.015177065767285,-0.0152801358234295,-0.0868167202572347,0.00662251655629139,-0.236842105263158,-0.0232558139534884,-0.0816326530612245,0.191011235955056,0.102803738317757,0.123809523809524,0.0247933884297521,0.108695652173913,-0.272727272727273,-0.128205128205128,-0.300813008130081,-0.364161849710983,-0.267796610169492,-0.226666666666667,-0.0428360413589365,0.112474437627812,0.261261261261261,0.233830845771144,0.172413793103448,0.240506329113924,0.0204081632653061,0.421052631578947,-0.259259259259259,0.176470588235294,-0.0833333333333333,0.0909090909090909,0.333333333333333,-0.428571428571429,5,4,0,0,0,0,0,0,1,2,5,21,60,133,203,350,593,589,311,151,76,86,98,89,107,105,121,92,88,78,123,173,295,450,677,489,333,201,116,79,49,38,27,34,24,11,9,7
Mayor Martin J Walsh - 28 State St,42.35892,-71.057629,0.6,-0.25,0,1,1,1,0,1,-1,0,-1,0,-0.111111111111111,-0.6,-0.333333333333333,-0.36231884057971,-0.115384615384615,-0.291139240506329,-0.51685393258427,-0.341772151898734,-0.15625,0,0,0.107142857142857,-0.0344827586206897,0.1,0.0256410256410256,0.0985915492957746,0.206349206349206,0.220338983050847,0.382716049382716,0.468354430379747,0.348837209302326,0.406779661016949,0.301435406698565,0.160621761658031,0.112582781456954,-0.0495049504950495,0.230769230769231,0.526315789473684,0.333333333333333,0.5,0.368421052631579,0.0769230769230769,-0.2,0.2,0.5,1,5,8,2,1,4,1,0,1,3,0,1,2,9,15,42,138,156,237,178,79,64,30,52,56,58,60,78,71,63,59,81,79,86,118,209,193,151,101,65,38,27,20,19,13,5,10,4,1
Seaport Square - Seaport Blvd. at Boston Wharf,42.351205,-71.043983,0,-1,0,0,0,0,0,0,0,0,0.5,1,-0.714285714285714,-0.333333333333333,-0.28,-0.771428571428571,-0.625,-0.903614457831325,-0.342105263157895,-0.6,-0.310344827586207,-0.666666666666667,0.0666666666666667,0.5,-0.027027027027027,-0.351351351351351,0.157894736842105,0,0.125,0.272727272727273,0.68,0.655172413793103,0.48,0.52,0.663157894736842,0.588235294117647,0.424657534246575,0.478260869565217,0.733333333333333,0.263157894736842,0.454545454545455,-0.4,0.75,1,1,-1,-1,-0.5,0,1,0,0,0,0,0,0,0,0,4,2,7,6,25,35,80,83,76,30,29,18,15,24,37,37,19,28,16,22,25,29,50,50,95,102,73,23,15,19,11,10,8,4,2,1,2,4
Tremont St / W Newton St,42.341332,-71.076847,-1,1,-1,-1,1,0,0,0,0,0,1,1,1,0.906976744186046,0.918367346938776,0.92156862745098,0.810810810810811,0.827586206896552,0.454545454545455,0.826086956521739,-0.0666666666666667,0.0476190476190476,0.130434782608696,0.36,0.04,0.185185185185185,0.111111111111111,-0.04,-0.217391304347826,-0.0344827586206897,0.027027027027027,-0.317073170731707,-0.178571428571429,-0.450980392156863,-0.514285714285714,-0.428571428571429,-0.487179487179487,-0.347826086956522,-0.166666666666667,-0.269230769230769,-0.0967741935483871,-0.121951219512195,0,-0.157894736842105,-0.2,-0.466666666666667,-0.555555555555556,-0.142857142857143,2,2,1,1,1,0,0,0,0,0,1,9,18,43,49,51,74,58,22,23,15,21,23,25,25,27,27,25,23,29,37,41,56,51,70,98,78,46,48,52,31,41,26,19,10,15,9,7
Washington St. at Waltham St.,42.341522,-71.068922,0,-0.666666666666667,-1,0,0,0,0,0,0,0,1,0.666666666666667,1,0.217391304347826,0.492537313432836,0.912087912087912,0.394495412844037,0.151515151515152,0.230769230769231,0.130434782608696,0.238095238095238,-0.384615384615385,0.25,0.333333333333333,0.133333333333333,-0.379310344827586,-0.411764705882353,0.032258064516129,0,-0.0434782608695652,-0.459459459459459,-0.05,-0.25,0.0561797752808989,-0.196969696969697,-0.443478260869565,-0.418181818181818,-0.234567901234568,-0.375,-0.318181818181818,-0.0769230769230769,-0.0625,-0.0588235294117647,0,-0.157894736842105,0.142857142857143,-0.5,0.142857142857143,0,6,1,0,0,0,0,0,0,0,3,6,15,46,67,91,109,132,65,23,21,13,24,30,30,29,34,31,22,23,37,40,64,89,132,115,110,81,48,44,26,32,17,16,19,7,12,7
Roxbury Crossing Station,42.331184,-71.095171,0,-1,-1,-1,0,-1,-1,0,0,0,1,1,1,1,0.75,0.625,0.344827586206897,0.424242424242424,0.241379310344828,0.470588235294118,-0.111111111111111,-0.529411764705882,0.333333333333333,0.0909090909090909,-0.294117647058824,-0.0526315789473684,0.111111111111111,0.12,-0.04,0.272727272727273,-0.133333333333333,-0.578947368421053,-0.290322580645161,-0.647058823529412,-0.526315789473684,0.180327868852459,-0.0588235294117647,0,0,-0.0526315789473684,-0.555555555555556,-0.0666666666666667,0,-0.230769230769231,-1,-0.142857142857143,-0.428571428571429,-0.5,0,1,1,1,0,1,1,0,0,0,1,6,7,9,16,48,58,66,29,34,27,17,9,22,17,19,18,25,25,11,30,19,31,34,38,61,17,32,20,19,18,15,14,13,6,7,7,4
Innovation Lab - 125 Western Ave. at Batten Way,42.363732,-71.124565,0,-1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-0.741935483870968,-0.96,-0.407407407407407,-0.533333333333333,-0.703703703703704,-0.333333333333333,0.0666666666666667,-0.0666666666666667,-0.230769230769231,0.444444444444444,0.368421052631579,0.142857142857143,0.4,-0.166666666666667,0.2,0.0769230769230769,-0.0588235294117647,0.56,0.5,0.352941176470588,0.290322580645161,0.407407407407407,0.111111111111111,0.28,0.666666666666667,0.2,0.714285714285714,1,-0.333333333333333,0.333333333333333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,2,31,50,27,30,27,21,15,15,13,18,19,28,20,12,25,26,17,50,20,34,31,27,27,25,12,5,7,1,3,6,2,0,0
Colleges of the Fenway,42.340021,-71.100812,0,-1,-1,-1,0.333333333333333,-1,-1,-1,0,0,0,0,0,-0.666666666666667,-0.25,-0.818181818181818,-0.2,-0.486486486486487,-0.470588235294118,-0.6875,-0.333333333333333,-0.36,0.1,-0.411764705882353,-0.111111111111111,0.523809523809524,0.2,-0.25,0.0909090909090909,-0.142857142857143,0.0909090909090909,0.243243243243243,0.866666666666667,0.3125,0.827586206896552,0.510204081632653,0.478260869565217,0.181818181818182,0.571428571428571,0.0526315789473684,0.5,0.0526315789473684,0.285714285714286,0.5,0.5,0.111111111111111,0,0,0,1,1,1,3,3,1,1,0,0,0,2,8,12,8,22,25,74,68,32,27,25,20,17,9,21,20,16,11,7,22,37,30,32,58,49,23,22,14,19,20,19,14,4,4,9,0,0
Brigham Cir / Huntington Ave,42.334073,-71.105221,1,0.5,-1,0,1,-1,-1,0,0,1,0,0,-1,-0.36,-0.806451612903226,-0.423728813559322,-0.285714285714286,-0.341176470588235,0.462686567164179,-0.0204081632653061,-0.0769230769230769,-0.241379310344828,0.037037037037037,0.259259259259259,-0.153846153846154,0.05,0.153846153846154,0.473684210526316,0.636363636363636,0.0526315789473684,0.454545454545455,0.529411764705882,0.636363636363636,0.612903225806452,0.580246913580247,0.346153846153846,-0.16,0.155555555555556,0.227272727272727,0.2,0.0256410256410256,0.166666666666667,0.565217391304348,0,-0.5,-0.733333333333333,0.5,0.333333333333333,1,4,1,4,1,2,2,0,0,2,2,6,5,25,31,59,98,85,67,49,39,29,27,27,26,40,26,19,22,19,22,34,33,62,81,52,50,45,44,25,39,24,23,16,12,15,12,6
Seaport Hotel,42.348833,-71.041747,1,1,0,0,1,0,1,0,0,0,0,1,0.5,-0.333333333333333,-1,-0.404255319148936,-0.905882352941176,-0.806451612903226,-0.470588235294118,-0.523809523809524,-0.333333333333333,-0.857142857142857,-0.0769230769230769,0.5,-0.0714285714285714,0.384615384615385,-0.368421052631579,0.333333333333333,-0.384615384615385,-0.0666666666666667,0.5,0,0.294117647058824,0.794117647058823,0.902912621359223,0.771428571428571,0.391304347826087,-0.0588235294117647,0.428571428571429,0.75,1,1,0.714285714285714,1,0,1,1,0,2,1,0,0,1,0,1,0,0,0,0,1,4,15,29,47,85,62,34,42,18,14,26,16,28,13,19,9,13,15,20,16,51,68,103,35,23,17,14,8,6,4,7,4,2,5,1,0
Landmark Centre,42.343912,-71.102221,-1,0,0,1,0,0,-1,0,0,0,0,0,0.714285714285714,0.263157894736842,-0.333333333333333,-0.368421052631579,-0.2,-0.353535353535354,-0.037037037037037,-0.105263157894737,-0.0697674418604651,-0.2,-0.285714285714286,-0.0769230769230769,0.277777777777778,0,-0.0588235294117647,0.0454545454545455,0.2,0.315789473684211,0.255813953488372,0.1875,0.184210526315789,-0.0117647058823529,0.357142857142857,-0.0804597701149425,-0.142857142857143,0.0869565217391304,-0.230769230769231,0.176470588235294,-0.12,-0.0769230769230769,0.0769230769230769,-0.272727272727273,0.0526315789473684,0.25,0.111111111111111,0.666666666666667,1,2,0,1,0,0,1,0,0,0,0,2,7,19,24,76,75,99,81,76,43,35,28,39,36,48,51,44,50,38,43,64,76,85,112,87,70,46,39,34,25,26,26,11,19,8,9,6
Kenmore Sq / Comm Ave,42.348706,-71.097009,-0.428571428571429,-0.142857142857143,-0.2,-0.5,-0.5,-0.333333333333333,-1,0,-1,0,1,0.444444444444444,0.6,-0.297297297297297,0.420289855072464,-0.333333333333333,0.0133333333333333,0.0993377483443709,0.0285714285714286,0.0337078651685393,-0.0508474576271186,-0.0975609756097561,0.156626506024096,0.116883116883117,0.0985915492957746,-0.0232558139534884,-0.0526315789473684,-0.04,-0.0175438596491228,0.0188679245283019,-0.168831168831169,0.0707070707070707,-0.2,-0.159420289855072,-0.124260355029586,-0.197530864197531,-0.135135135135135,0.130434782608696,-0.168831168831169,0.0303030303030303,0.272727272727273,0.135135135135135,0.0344827586206897,0,0.111111111111111,0,-0.130434782608696,0,7,7,5,4,4,3,2,6,1,0,5,18,15,37,69,51,150,151,105,89,59,82,83,77,71,86,57,75,57,53,77,99,90,138,169,162,111,115,77,66,44,74,58,32,36,40,23,14
Franklin St. / Arch St.,42.355402,-71.058087,-0.5,1,1,1,0,1,0,0,1,1,-1,0,-0.9,-0.84,-0.564102564102564,-0.680672268907563,-0.76,-0.574468085106383,-0.490196078431373,-0.321428571428571,-0.151515151515152,-0.161290322580645,-0.0625,0.2,0.0144927536231884,-0.178571428571429,-0.121951219512195,0.0909090909090909,0.392857142857143,0.230769230769231,0.333333333333333,0.26530612244898,0.513513513513513,0.550561797752809,0.508379888268156,0.580110497237569,0.568965517241379,0.454545454545455,0.285714285714286,0.133333333333333,0.478260869565217,0.5,-0.166666666666667,0.166666666666667,1,1,0,0.666666666666667,4,3,2,1,0,2,0,0,1,1,9,4,20,50,78,119,175,141,102,56,33,31,32,70,69,56,41,55,56,39,45,49,74,89,179,181,116,55,56,30,23,8,12,12,4,1,2,6
